Episode,Reward,Phi_t,Best_Phi_t,Final_Reward,Final_Events
90,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
91,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
92,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
93,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
94,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
95,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
96,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
97,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
98,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
99,-11.3658887706472,0.772040816326531,NaN,NaN,NaN
100,-11.3658887706472,0.772040816326531,0.772040816326531,-11.3658887706472,9
